zip,city,state
30360,Douglasville,Georgia
34207,Detroit,Florida
33770,Eugene,Florida
33770,Miami,Florida
27511,Cary,North Carolina
27604,Pittsboro,North Carolina
32771,Eustis,Florida
92675,Aliso Viejo,California
2132,Windsor,Massachusetts
33069,San Francisco,Florida
31701,Valdosta,Georgia
32308,Quincy,Florida
36606,Charlotte,Alabama
33762,Sanford,Florida
33708,Tampa,Florida
29609,Spartanburg,South Carolina
29536,null,South Carolina
31217,Carrollton,Georgia
42134,White House,Kentucky
24572,Mansfield,Virginia
8753,Scotch Plains,New Jersey
34205,Myakka City,Florida
30035,Atlanta,Georgia
20852,Gaithersburg,Maryland
33709,Tampa,Florida
28601,Boone,North Carolina
34207,Wauchula,Florida
29645,Asheville,South Carolina
34207,Kissimmee,Florida
30224,Cumming,Georgia
33781,Johnson City,Florida
50131,Ottumwa,Iowa
28351,Landrum,North Carolina
30075,Woburn,Georgia
30512,Asheville,Georgia
22312,Washington,Virginia
77578,Exeter,Texas
67301,Independence,Kansas
33069,Pompano Beach,Florida
30075,Jonesboro,Georgia
36608,Marietta,Alabama
29108,Fort Mill,South Carolina
33578,Tampa,Florida
33880,Bartow,Florida
30115,Braintree,Georgia
30066,Atlanta,Georgia
32246,San Antonio,Florida
36606,Pensacola,Alabama
30135,Loganville,Georgia
23455,Moravian Falls,Virginia
89030,Los Angeles,Nevada
27260,High Point,North Carolina
31032,Atlanta,Georgia
36526,Gulf Shores,Alabama
33781,Lady Lake,Florida
28461,Jacksonville,North Carolina
33610,null,Florida
45246,East Northport,Ohio
30281,Macon,Georgia
33612,Lakeland,Florida
37115,Mount Juliet,Tennessee
34744,Kissimmee,Florida
30014,Monticello,Georgia
30606,Hodgenville,Georgia
35661,Huntsville,Alabama
37738,Seymour,Tennessee
36801,Opelika,Alabama
28791,Mission,North Carolina
32246,Orange Park,Florida
28602,Sanford,North Carolina
39051,Ridgeland,Mississippi
32534,Crestview,Florida
27603,Cartersville,North Carolina
29536,Myrtle Beach,South Carolina
34471,College Station,Florida
24450,Las Vegas,Virginia
28214,Mooresville,North Carolina
34207,Palm Harbor,Florida
22302,New York,Virginia
33614,Birmingham,Florida
30093,null,Georgia
30055,null,Georgia
29170,Chapin,South Carolina
28906,Durham,North Carolina
30512,Jefferson,Georgia
29645,Moscow,South Carolina
27596,Wake Forest,North Carolina
32696,Gainesville,Florida
30909,Hephzibah,Georgia
30040,Stone Mountain,Georgia
32504,Milton,Florida
29730,Clifton Heights,South Carolina
28358,Ellenwood,North Carolina
92675,Orange,California
36526,Saint Charles,Alabama
29609,Pineville,South Carolina
28601,Aldie,North Carolina
31503,Ashburn,Georgia
36608,Memphis,Alabama
36526,New Orleans,Alabama
33770,Dallas,Florida
40165,null,Kentucky
32750,null,Florida
24416,Buckingham,Virginia
27610,Winston-Salem,North Carolina
33762,Port Richey,Florida
31501,Jacksonville,Georgia
34748,Tampa,Florida
30097,Atlanta,Georgia
7104,Irvington,New Jersey
34207,Archer,Florida
31216,Lizella,Georgia
27616,Fayetteville,North Carolina
29609,Central,South Carolina
29645,Piedmont,South Carolina
30040,Lithia Springs,Georgia
32064,Opa-locka,Florida
30736,Shelbyville,Georgia
36526,Saraland,Alabama
30747,Lawrenceville,Georgia
37211,Cleveland,Tennessee
30060,Snellville,Georgia
29316,Sumter,South Carolina
7104,Media,New Jersey
34207,Bluffton,Florida
78602,Fairhope,Texas
53045,Maquoketa,Wisconsin
18915,Doylestown,Pennsylvania
21921,Elkton,Maryland
36116,Montgomery,Alabama
32626,Ocala,Florida
32507,Marietta,Florida
30721,Chattanooga,Georgia
65738,Rogers,Missouri
30016,McDonough,Georgia
36526,null,Alabama
37148,Nashville,Tennessee
22302,Strasburg,Virginia
32503,Enterprise,Florida
39047,null,Mississippi
32609,San Bruno,Florida
36526,Greenville,Alabama
40219,Indianapolis,Kentucky
40047,Brooks,Kentucky
53115,Chicago,Wisconsin
27262,Statesville,North Carolina
27263,Cornelius,North Carolina
44130,Wickliffe,Ohio
28043,Forest City,North Carolina
32084,Inverness,Florida
32905,Boca Raton,Florida
28806,Murphy,North Carolina
30075,Oak Hill,Georgia
29526,Greenville,South Carolina
32211,null,Florida
30909,Augusta,Georgia
31204,Greenville,Georgia
34601,Fairbanks,Florida
30014,Cedar Rapids,Georgia
32839,Orlando,Florida
30360,Conyers,Georgia
25526,Charleston,West Virginia
30093,Buford,Georgia
34471,Orlando,Florida
48603,Prudenville,Michigan
39047,Jackson,Mississippi
29609,Burlington,South Carolina
34207,Altamonte Springs,Florida
30319,null,Georgia
32804,Lake Mary,Florida
39648,Houston,Mississippi
30110,Acworth,Georgia
77338,null,Texas
34207,DeBary,Florida
77598,Natchez,Texas
29651,Rutherfordton,South Carolina
63042,null,Missouri
34207,Eagle Lake,Florida
36606,New York,Alabama
30281,Morrow,Georgia
7104,McKeesport,New Jersey
37167,Murfreesboro,Tennessee
39208,Waltham,Mississippi
30742,null,Georgia
60002,Maquoketa,Illinois
33563,Tampa,Florida
60106,Schaumburg,Illinois
30909,Aiken,Georgia
30115,St. Augustine,Georgia
33709,Fort Myers,Florida
31204,Butler,Georgia
30024,Decatur,Georgia
7104,Philadelphia,New Jersey
33523,Eureka,Florida
37207,null,Tennessee
34684,Brooklyn,Florida
22302,Brookhaven,Virginia
8753,Beachwood,New Jersey
23455,Richmond,Virginia
34207,Osprey,Florida
34233,Tampa,Florida
94087,San Francisco,California
36618,Grand Bay,Alabama
7104,New Canaan,New Jersey
29016,null,South Carolina
34787,Orlando,Florida
30906,Aiken,Georgia
45373,Sidney,Ohio
34471,Summerfield,Florida
18915,Douglasville,Pennsylvania
28401,Highlands,North Carolina
22302,Pittsburgh,Virginia
29649,Clinton,South Carolina
50131,Osage Beach,Iowa
32444,Panama City,Florida
48603,Chicago,Michigan
33815,null,Florida
29067,Lancaster,South Carolina
32505,Panama City,Florida
34207,Homosassa,Florida
27513,Corryton,North Carolina
31406,Richmond Hill,Georgia
33901,North Fort Myers,Florida
27101,Hickory,North Carolina
27101,Greensboro,North Carolina
39648,null,Mississippi
28461,Raleigh,North Carolina
28690,null,North Carolina
34683,Port Richey,Florida
30024,Houston,Georgia
32824,Greenville,Florida
39073,Jackson,Mississippi
30075,Tarboro,Georgia
33483,Fort Lauderdale,Florida
64116,Kansas City,Missouri
29730,null,South Carolina
27028,Kernersville,North Carolina
32505,Navarre,Florida
30188,Stone Mountain,Georgia
22312,Alexandria,Virginia
92675,Riverside,California
34207,Norwich,Florida
22302,Herndon,Virginia
30297,Forest Park,Georgia
64116,West Plains,Missouri
36870,Phenix City,Alabama
62801,Mascoutah,Illinois
35555,null,Alabama
28214,Salisbury,North Carolina
32839,Winter Park,Florida
29730,Denver,South Carolina
30060,Newark,Georgia
28711,Candler,North Carolina
32626,Apopka,Florida
37207,Louisville,Tennessee
30223,Griffin,Georgia
22302,Fairfax,Virginia
47130,Georgetown,Indiana
33912,Cape Coral,Florida
30236,Marietta,Georgia
36870,Americus,Alabama
34207,Menlo Park,Florida
7104,Roosevelt,New Jersey
22302,Oxon Hill,Virginia
4072,Hebron,Maine
32405,Atlanta,Florida
33781,Seminole,Florida
30234,Atlanta,Georgia
48603,Kawkawlin,Michigan
27604,Charlotte,North Carolina
48603,Orlando,Michigan
32068,Green Cove Springs,Florida
30907,Absecon,Georgia
30071,Warner Robins,Georgia
29645,Pelzer,South Carolina
22312,Richmond,Virginia
31088,Cochran,Georgia
34223,Fort Myers,Florida
32244,Phoenix,Florida
34223,Port Charlotte,Florida
33781,Pawtucket,Florida
30815,null,Georgia
29720,Tarboro,South Carolina
31408,Miami,Georgia
30075,Calhoun,Georgia
29435,Coats,South Carolina
30513,Soddy-Daisy,Georgia
33844,Saint Cloud,Florida
48603,Saline,Michigan
32216,Knoxville,Florida
27215,null,North Carolina
32442,Cleveland,Florida
53051,Pompano Beach,Wisconsin
93101,San Ramon,California
29649,Wilson,South Carolina
62801,Evansville,Illinois
33781,Fort Lauderdale,Florida
31602,Valdosta,Georgia
32211,Miami,Florida
86326,Phoenix,Arizona
29645,Belton,South Carolina
46168,Bloomington,Indiana
48603,Flint,Michigan
53045,Oak Creek,Wisconsin
48603,Arlington,Michigan
32534,New Orleans,Florida
30501,Athens,Georgia
27513,Albemarle,North Carolina
29732,Klin,South Carolina
33777,Largo,Florida
30907,Thomasville,Georgia
33584,Tampa,Florida
32114,The Villages,Florida
28027,Harrisburg,North Carolina
30909,Dallas,Georgia
22302,Cumberland,Virginia
48603,Alma,Michigan
67601,Phillipsburg,Kansas
32164,Hialeah,Florida
61270,Davenport,Illinois
37421,Little Rock,Tennessee
32618,Gainesville,Florida
94087,Oakland,California
28092,Lincolnton,North Carolina
61455,Overland Park,Illinois
31206,Alpharetta,Georgia
29645,Louisville,South Carolina
72956,Tulsa,Arkansas
33781,Nassau,Florida
28110,Kannapolis,North Carolina
30248,Bonaire,Georgia
33614,Plant City,Florida
37421,Arden,Tennessee
42134,Portland,Kentucky
27513,Raleigh,North Carolina
29566,Longs,South Carolina
22302,Centreville,Virginia
62801,Aviston,Illinois
48603,Boca Raton,Michigan
33064,Pompano Beach,Florida
29301,Lexington,South Carolina
29407,Grand Rapids,South Carolina
39507,Carthage,Mississippi
27030,Pinnacle,North Carolina
27105,null,North Carolina
27893,Zebulon,North Carolina
39047,Fairfax Station,Mississippi
32207,Prattville,Florida
48603,Saginaw,Michigan
7104,The Bronx,New Jersey
67207,Warsaw,Kansas
34684,Orlando,Florida
48603,Gaylord,Michigan
33770,Clearwater,Florida
38024,Little Rock,Tennessee
36545,Monroeville,Alabama
32216,Lakeland,Florida
33781,Oldsmar,Florida
2132,Kents Hill,Massachusetts
32548,Niceville,Florida
34207,Laurel,Florida
80303,null,Colorado
37138,Mount Juliet,Tennessee
30909,Evans,Georgia
27529,Selma,North Carolina
27707,Franklin,North Carolina
29550,null,South Carolina
31804,Columbus,Georgia
23235,Chester,Virginia
32246,Birmingham,Florida
37421,Duluth,Tennessee
32216,St. Augustine,Florida
30360,Mountain View,Georgia
32444,Key West,Florida
22302,Hyattsville,Virginia
36608,Rochester,Alabama
7104,Mankato,New Jersey
32244,Rapid City,Florida
27288,Durham,North Carolina
33563,Davenport,Florida
27262,Mocksville,North Carolina
29720,null,South Carolina
31406,Anderson,Georgia
29732,Winston-Salem,South Carolina
31206,Lilburn,Georgia
30110,Indiana,Georgia
27262,Raleigh,North Carolina
77338,Suncook,Texas
48640,Madison,Michigan
53051,Minneapolis,Wisconsin
30075,Lawrenceville,Georgia
29526,Marion,South Carolina
33908,Marco Island,Florida
64116,Blue Springs,Missouri
29170,Newberry,South Carolina
32578,Crestview,Florida
3051,Sabattus,New Hampshire
27030,Winston-Salem,North Carolina
34207,Irvington,Florida
29045,Kernersville,South Carolina
28792,Brevard,North Carolina
30830,Waynesboro,Georgia
32442,High Point,Florida
38801,null,Mississippi
67601,Benkelman,Kansas
77065,Salt Lake City,Texas
22046,Alexandria,Virginia
33619,Tampa,Florida
33614,null,Florida
38115,null,Tennessee
29483,null,South Carolina
29803,null,South Carolina
33619,null,Florida
33770,St Louis,Florida
27513,Pittsboro,North Carolina
7104,Washington Township,New Jersey
29526,West Columbia,South Carolina
7104,Mount Laurel,New Jersey
29526,Wendell,South Carolina
30824,Aiken,Georgia
39051,null,Mississippi
33770,Largo,Florida
77578,Manvel,Texas
27513,Thomasville,North Carolina
48603,Sanford,Michigan
39073,Pearl,Mississippi
27958,Elizabeth City,North Carolina
34207,Wimauma,Florida
35805,null,Alabama
7104,Sayreville,New Jersey
29170,Gastonia,South Carolina
34231,North Port,Florida
28806,Burnsville,North Carolina
34475,Summerfield,Florida
33604,Miami,Florida
34748,Wildwood,Florida
48603,Bay City,Michigan
33801,null,Florida
33634,Tampa,Florida
33908,Lehigh Acres,Florida
32773,Altamonte Springs,Florida
37876,Strawberry Plains,Tennessee
31206,Jackson,Georgia
34638,Munising,Florida
34669,Apopka,Florida
36078,Tallassee,Alabama
29407,Andrews,South Carolina
32117,null,Florida
36608,Denham Springs,Alabama
8210,null,New Jersey
36830,Dadeville,Alabama
28806,Marion,North Carolina
43068,Columbus,Ohio
31008,Elizabethtown,Georgia
36608,Semmes,Alabama
30060,null,Georgia
32571,Gulf Breeze,Florida
32304,null,Florida
29078,Winnsboro,South Carolina
30075,Glenview,Georgia
29301,null,South Carolina
30075,Jasper,Georgia
22302,Alexandria,Virginia
31545,Savannah,Georgia
30236,McDonough,Georgia
31535,Douglas,Georgia
33714,Orlando,Florida
33563,Seffner,Florida
31539,Athens,Georgia
28110,Monroe,North Carolina
30024,Kingsport,Georgia
48603,Menlo Park,Michigan
49022,Burlington,Michigan
32771,Austin,Florida
27604,Raleigh,North Carolina
34689,Stowe,Florida
29715,Plymouth,South Carolina
32824,Miami,Florida
30071,null,Georgia
30360,Jonesboro,Georgia
28043,Spruce Pine,North Carolina
48067,Chennai,Michigan
30097,Duluth,Georgia
27804,Wilson,North Carolina
32505,Pensacola,Florida
39301,Meridian,Mississippi
35058,Cullman,Alabama
28645,Wilkesboro,North Carolina
30909,null,Georgia
29651,Orangeburg,South Carolina
61341,Bloomington,Illinois
30223,McDonough,Georgia
34207,The Bronx,Florida
29729,Great Falls,South Carolina
33770,Schenectady,Florida
46545,null,Indiana
32804,Deltona,Florida
32618,Lakeland,Florida
78602,Houston,Texas
29456,Moncks Corner,South Carolina
30035,Decatur,Georgia
4072,Greer,Maine
29506,null,South Carolina
31407,Ellabell,Georgia
34601,Tampa,Florida
30060,Powder Springs,Georgia
30115,Asheville,Georgia
27893,Raleigh,North Carolina
39531,Batesville,Mississippi
34448,Inverness,Florida
33709,Lakeland,Florida
28401,Kelly,North Carolina
37138,Lebanon,Tennessee
27526,Knightdale,North Carolina
33069,Miami,Florida
30117,Louisville,Georgia
39301,Bailey,Mississippi
34475,Altamonte Springs,Florida
42420,Louisville,Kentucky
8210,Beach Haven,New Jersey
63376,Independence,Missouri
27834,Wilson,North Carolina
36526,Las Cruces,Alabama
63376,Chesterfield,Missouri
36526,Enterprise,Alabama
27616,Durham,North Carolina
34207,Alachua,Florida
27262,Gray Court,North Carolina
33770,Lake Worth,Florida
42134,Tullahoma,Kentucky
27604,Henderson,North Carolina
32211,Fort White,Florida
31545,Saint Simons Island,Georgia
36608,Crestview,Alabama
33770,null,Florida
27203,Princeton,North Carolina
32514,null,Florida
30035,Riverdale,Georgia
7104,Baldwin,New Jersey
30224,Griffin,Georgia
77578,Houston,Texas
33714,Miami,Florida
30046,Smyrna,Georgia
27263,Winston-Salem,North Carolina
33844,Ocoee,Florida
30907,Chesterfield,Georgia
29730,Shelby,South Carolina
32254,Lakeland,Florida
30474,North Augusta,Georgia
32696,Apopka,Florida
31324,Oakland,Georgia
32303,Prattville,Florida
37421,Hayesville,Tennessee
7104,Ridgewood,New Jersey
30233,null,Georgia
8210,Sea Isle City,New Jersey
36203,Oneonta,Alabama
60453,Chicago,Illinois
33782,Clearwater,Florida
30253,null,Georgia
33823,null,Florida
77034,Sinton,Texas
31501,Hortense,Georgia
32534,Shalimar,Florida
7104,Salford,New Jersey
63019,Mokane,Missouri
36580,Lincoln,Alabama
29609,Jefferson,South Carolina
28083,Buffalo,North Carolina
28212,Huntersville,North Carolina
39047,Humboldt,Mississippi
28461,null,North Carolina
33781,Homosassa,Florida
29803,Orangeburg,South Carolina
92675,Irvine,California
30606,Lithonia,Georgia
77065,Baton Rouge,Texas
30110,Villa Rica,Georgia
30220,Zebulon,Georgia
37876,null,Tennessee
29376,Greenville,South Carolina
38115,Memphis,Tennessee
32801,Orlando,Florida
40219,Louisville,Kentucky
48603,Albion,Michigan
33610,Seminole,Florida
28412,null,North Carolina
31503,Waycross,Georgia
7104,Chester,New Jersey
28540,null,North Carolina
32303,Fremont,Florida
27513,Fort Collins,North Carolina
37211,Redmond,Tennessee
47904,null,Indiana
28752,Gastonia,North Carolina
29730,Anderson,South Carolina
22302,Bethesda,Virginia
28303,Norwood,North Carolina
33607,Tampa,Florida
35117,Gardendale,Alabama
28557,Newport,North Carolina
77578,Salt Lake City,Texas
29611,Covington,South Carolina
30115,Jasper,Georgia
28806,Hays,North Carolina
35233,Birmingham,Alabama
33770,Sarasota,Florida
34450,Lady Lake,Florida
34207,null,Florida
33801,Cape Coral,Florida
44130,Bedford,Ohio
32311,null,Florida
29645,Ware Shoals,South Carolina
8753,Jackson Township,New Jersey
33880,Lakeland,Florida
30122,Douglasville,Georgia
32750,Kissimmee,Florida
92675,San Juan Capistrano,California
48603,Metamora,Michigan
77578,Spring,Texas
27604,Garner,North Carolina
30126,Marietta,Georgia
36117,Montgomery,Alabama
32534,Colorado Springs,Florida
33762,Spring Hill,Florida
30009,Trenton,Georgia
31407,Chesterfield,Georgia
29418,Summerville,South Carolina
48603,Hastings,Michigan
75142,Irving,Texas
30024,null,Georgia
36203,La Grange,Alabama
64116,Omaha,Missouri
34207,North Attleboro,Florida
34614,Eustis,Florida
48603,New Berlin,Michigan
34207,Birmingham,Florida
32822,Largo,Florida
32771,Homer,Florida
35016,Albertville,Alabama
30135,Sharpsburg,Georgia
32771,Naples,Florida
30092,Marietta,Georgia
33064,Louisville,Florida
36619,Marianna,Alabama
28791,Mills River,North Carolina
33781,Monroe,Florida
28806,Vancouver,North Carolina
30165,Greenville,Georgia
67207,Hays,Kansas
29078,Columbia,South Carolina
71282,null,Louisiana
33880,Davenport,Florida
29505,null,South Carolina
29620,Princeton,South Carolina
35954,Gadsden,Alabama
34243,Cape Coral,Florida
30096,Ringgold,Georgia
30024,Grayson,Georgia
77598,null,Texas
31501,Moultrie,Georgia
60173,Cicero,Illinois
30071,Ellenwood,Georgia
42420,Madisonville,Kentucky
29607,Mauldin,South Carolina
30115,Madison,Georgia
30092,Moorhead,Georgia
4072,Scarborough,Maine
48640,Davison,Michigan
30168,Cartersville,Georgia
31406,Ellenwood,Georgia
34601,Venice,Florida
48603,Davison,Michigan
28752,Connelly Springs,North Carolina
37311,Dalton,Tennessee
29536,Redmond,South Carolina
22849,Staunton,Virginia
31558,City of Saint Marys,Georgia
77598,Suncook,Texas
29609,Morristown,South Carolina
63019,null,Missouri
29730,Durham,South Carolina
29205,Columbia,South Carolina
29651,Maiden,South Carolina
67207,Fort Riley-Camp Whiteside,Kansas
30135,Mission,Georgia
28212,Mooresboro,North Carolina
40701,Evansville,Kentucky
29073,Columbia,South Carolina
48603,South Lyon,Michigan
32304,Southfield,Florida
33714,Fort Myers,Florida
48603,Lake Orion,Michigan
33409,West Palm Beach,Florida
65738,St Louis,Missouri
36526,Mobile,Alabama
36526,Foley,Alabama
29651,Denver,South Carolina
7104,East Hampton,New Jersey
32804,null,Florida
29045,Columbia,South Carolina
32534,Destin,Florida
32534,Bush,Florida
93101,Northampton,California
27603,Fayetteville,North Carolina
38127,Memphis,Tennessee
29526,Wilmington,South Carolina
29369,Spartanburg,South Carolina
30096,Covington,Georgia
31216,Ts'khinvali,Georgia
29526,Roseville,South Carolina
63376,Calumet City,Missouri
27262,Greenup,North Carolina
39503,Jackson,Mississippi
28645,null,North Carolina
30606,Hartwell,Georgia
30223,Hampton,Georgia
28540,Swansboro,North Carolina
36606,Semmes,Alabama
34471,Alachua,Florida
29649,Gray Court,South Carolina
31601,Lake Park,Georgia
30248,Powder Springs,Georgia
48634,Saginaw,Michigan
27707,Garner,North Carolina
28303,Roanoke,North Carolina
33777,Annapolis,Florida
33563,Cordova,Florida
29325,Union,South Carolina
77065,Cypress,Texas
34689,Tampa,Florida
32771,Spanish Fort,Florida
28562,New Bern,North Carolina
31216,Macon,Georgia
34638,Tampa,Florida
27610,Raleigh,North Carolina
32810,Winter Park,Florida
34601,Dunnellon,Florida
34748,Redwood City,Florida
29418,Charlotte,South Carolina
31216,Moultrie,Georgia
30115,Spring,Georgia
34677,Plant City,Florida
30281,Newnan,Georgia
24572,Madison Heights,Virginia
32428,Crestview,Florida
29483,Summerville,South Carolina
36526,Folsom,Alabama
29609,Canton,South Carolina
27105,Raleigh,North Carolina
49015,Durand,Michigan
33548,Conyers,Florida
77083,Bellaire,Texas
35085,Wetumpka,Alabama
77034,Dallas,Texas
33311,Hialeah,Florida
39201,Houston,Mississippi
48603,Goodrich,Michigan
33770,Clarkesville,Florida
29526,Murrells Inlet,South Carolina
29418,Washington,South Carolina
32771,null,Florida
38237,Paris,Tennessee
42240,Evansville,Kentucky
30188,Dawsonville,Georgia
29609,Boiling Springs,South Carolina
45246,Dayton,Ohio
22046,Sterling Heights,Virginia
36870,West Point,Alabama
48603,Coldwater,Michigan
53045,Oshkosh,Wisconsin
27513,Winston-Salem,North Carolina
33032,null,Florida
8210,Blackwood,New Jersey
36203,Cleveland,Alabama
34207,Jacksonville Beach,Florida
39823,Moline,Georgia
27513,Mooresville,North Carolina
31324,Fort Huachuaca,Georgia
28461,Beaufort,North Carolina
29720,Durham,South Carolina
37167,Lavergne,Tennessee
37421,Dayton,Tennessee
30126,Byron,Georgia
32117,Jacksonville,Florida
39201,Greenbrier,Mississippi
34491,null,Florida
48603,Canton,Michigan
38024,Marietta,Tennessee
39201,Philadelphia,Mississippi
27596,Elm City,North Carolina
36870,Cumming,Alabama
29728,null,South Carolina
30360,Raleigh,Georgia
7104,South River,New Jersey
29577,Schuyler,South Carolina
8753,Ventnor City,New Jersey
29577,Myrtle Beach,South Carolina
32534,Sylacauga,Florida
28806,Alsip,North Carolina
29729,Johns Island,South Carolina
46545,Granger,Indiana
22302,Charles City,Virginia
48640,Hemlock,Michigan
28806,New York,North Carolina
30512,Commerce,Georgia
31533,Moultrie,Georgia
30080,Carrollton,Georgia
34669,Clearwater,Florida
48603,Jackson,Michigan
28601,Lansing,North Carolina
8210,Turtle Creek,New Jersey
36606,Sumrall,Alabama
30747,null,Georgia
34207,Irvine,Florida
67601,La Crosse,Kansas
31032,Monticello,Georgia
30360,Palm Beach Gardens,Georgia
28806,Mauldin,North Carolina
27357,Boone,North Carolina
28601,null,North Carolina
28379,Charlotte,North Carolina
28115,Charlotte,North Carolina
36608,Marrero,Alabama
32246,Lake City,Florida
48640,Saginaw,Michigan
32503,null,Florida
39201,Lawrenceville,Mississippi
34601,Orlando,Florida
33147,Miami,Florida
7104,Baltimore,New Jersey
28387,Sanford,North Carolina
8210,Cape May Court House,New Jersey
33781,Kissimmee,Florida
33612,Miami,Florida
34429,Hudson,Florida
30512,null,Georgia
48603,Beltsville,Michigan
36203,Rome,Alabama
34669,Lakeland,Florida
28806,Clyde,North Carolina
34475,Belleview,Florida
22302,Dumfries,Virginia
34207,Bonita Springs,Florida
31516,Atlanta,Georgia
29732,Charlotte,South Carolina
36801,Stone Mountain,Alabama
34233,null,Florida
28115,North Augusta,North Carolina
33781,Sarasota,Florida
46514,Fort Wayne,Indiana
38834,Brownsville,Mississippi
28906,Lithonia,North Carolina
30060,Jersey City,Georgia
37211,Nashville,Tennessee
34471,Beverly Hills,Florida
30110,null,Georgia
35235,Birmingham,Alabama
29801,null,South Carolina
48603,Lake Leelanau,Michigan
33566,Brandon,Florida
33619,Detroit,Florida
32117,Daytona Beach,Florida
48634,Troy,Michigan
33614,Arlington,Florida
48603,West Branch,Michigan
29566,Myrtle Beach,South Carolina
30501,null,Georgia
46038,null,Indiana
61455,Pleasanton,Illinois
35653,Decatur,Alabama
27596,Nashville,North Carolina
30741,Rossville,Georgia
31216,Mammoth Cave,Georgia
27357,Belgrade,North Carolina
29067,Sumter,South Carolina
28806,Olney,North Carolina
34207,Oviedo,Florida
32254,Jacksonville,Florida
78233,null,Texas
30066,Dallas,Georgia
27592,Weymouth,North Carolina
36619,Moselle,Alabama
61455,Bloomington,Illinois
29732,Christiansburg,South Carolina
30360,Lincolnton,Georgia
32117,Ormond Beach,Florida
30075,Dacula,Georgia
30071,Atlanta,Georgia
33990,Cape Coral,Florida
48603,Milford,Michigan
28083,null,North Carolina
32405,White Springs,Florida
48603,Livonia,Michigan
33714,Sebring,Florida
32809,Sarasota,Florida
28645,Bristol,North Carolina
39301,Pulaski,Mississippi
37660,null,Tennessee
28540,Jacksonville,North Carolina
53051,West Bend,Wisconsin
38583,Cookeville,Tennessee
36330,Fort Rucker,Alabama
33709,Miami,Florida
29609,Asheville,South Carolina
4072,Augusta,Maine
29732,Albemarle,South Carolina
28792,null,North Carolina
60139,Wheaton,Illinois
35555,Northport,Alabama
44236,Elk Grove Village,Ohio
33825,Avon Park,Florida
18915,Morton,Pennsylvania
34613,Archer,Florida
32809,Cocoa Beach,Florida
67601,Kaunas,Kansas
32804,Byron,Florida
75142,Sulphur Springs,Texas
30909,Waynesboro,Georgia
63376,City of Saint Peters,Missouri
33825,Fort Myers,Florida
29067,Indian Trail,South Carolina
28412,Columbia,North Carolina
34614,Tallahassee,Florida
29526,Panama City,South Carolina
38330,Mayfield,Tennessee
50131,West Des Moines,Iowa
34207,Mountain View,Florida
32506,Daleville,Florida
43912,Saint Clairsville,Ohio
30046,Ellenwood,Georgia
27604,Hampstead,North Carolina
20176,Alexandria,Virginia
7104,Cold Spring,New Jersey
29512,Charlotte,South Carolina
64503,St. Joseph,Missouri
31794,Albany,Georgia
37876,Kodak,Tennessee
37748,null,Tennessee
35594,Tuscaloosa,Alabama
33612,Sarasota,Florida
32534,Pensacola,Florida
33770,Tampa,Florida
33548,Miami,Florida
33844,null,Florida
27603,Winston-Salem,North Carolina
34207,Lithia,Florida
30134,Palmetto,Georgia
30135,Mableton,Georgia
50131,Urbandale,Iowa
35570,Talladega,Alabama
27215,Wake Forest,North Carolina
27604,Apex,North Carolina
33032,Walnut Creek,Florida
44236,Macedonia,Ohio
36606,Theodore,Alabama
18915,Washington,Pennsylvania
34207,Ona,Florida
37660,Big Stone Gap,Tennessee
24416,Lexington,Virginia
32809,Palm Bay,Florida
36606,Poplarville,Alabama
32626,Englewood,Florida
30040,Atlanta,Georgia
48603,Miami,Michigan
39823,Thomasville,Georgia
7104,Mahwah,New Jersey
33781,New Port Richey,Florida
48603,Ithaca,Michigan
34207,Somerset,Florida
61455,Quincy,Illinois
28479,Southport,North Carolina
33781,Northbrook,Florida
34207,Grand Rapids,Florida
31601,Valdosta,Georgia
29732,Rock Hill,South Carolina
63042,Granite City,Missouri
87031,Hatch,New Mexico
27025,Belgrade,North Carolina
28110,Wadesboro,North Carolina
27025,High Point,North Carolina
36526,Stone Mountain,Alabama
30360,Washington,Georgia
7104,Leola,New Jersey
27262,Thomasville,North Carolina
28806,Oak Ridge,North Carolina
27263,Olivia,North Carolina
33770,North Port,Florida
33060,Orlando,Florida
27592,Pfafftown,North Carolina
37211,Hendersonville,Tennessee
32808,null,Florida
18915,Montgomery,Pennsylvania
33781,Riverview,Florida
28602,Linden,North Carolina
31419,Savannah,Georgia
77338,Palestine,Texas
40701,Eubank,Kentucky
39503,D'Iberville,Mississippi
34207,Mentor,Florida
34475,Jacksonville,Florida
30016,Cumming,Georgia
28690,Banner Elk,North Carolina
27513,Clayton,North Carolina
27513,Goldsboro,North Carolina
27954,Byron,North Carolina
64503,Fort Riley-Camp Whiteside,Missouri
89502,Sparks,Nevada
37771,null,Tennessee
30084,Atlanta,Georgia
77083,Houston,Texas
36526,Daphne,Alabama
31408,Savannah,Georgia
29526,Myrtle Beach,South Carolina
30135,Lexington,Georgia
29150,West Columbia,South Carolina
29170,Ridgeway,South Carolina
32246,Hialeah,Florida
32824,Mt. Dora,Florida
8210,Richmond,New Jersey
35501,Trussville,Alabama
33781,Pinellas Park,Florida
34207,Cincinnati,Florida
27604,Goldsboro,North Carolina
33542,Zephyrhills,Florida
30075,Newnan,Georgia
30040,Commerce,Georgia
30046,Omaha,Georgia
31602,Altamonte Springs,Georgia
32301,Tallahassee,Florida
39042,Brandon,Mississippi
28645,Holly Springs,North Carolina
32811,null,Florida
