vin_event,change contact form,click alternative,click contact banner,click contact button,click dealer phone,click features section,click get directions,click vehicle history,display alternatives,edit contact form,report contact form error,report contact form success,show badge detail,show photo modal,submit contact form,visit alternatives,visit badges,visit contact form,visit features,visit market report,visit vehicle history
1C4PJLCBXFW759822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5FNRL18064B114620,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,1,9,0,3,3,0
YV1MS390X92454185,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,4,1,0
1GNFK13057R384974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1FTFW1CV2AKB23049,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
2CNDL13F456147060,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1B7GN14M2HS496017,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
JHLRD68422C000057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
3D7UT2CL8AG146756,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3GNAL2EK4DS617361,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,2,0,2,10,0
1C4PJLCB1FW694701,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,1,0,1,16,1
1G2MB33B26Y000977,0,0,0,0,0,0,0,0,1,0,0,0,21,0,0,2,5,1,2,1,0
1HGCB7650NL014068,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0
3D7LX39C56G213401,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,1,2,1,0
3GCPKSE78CG309676,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0
1G1PG5SB4G7107813,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
1G1YY22G615124854,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,4,2,0
1G11B5SL9EF159065,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1
1FMZU67E22UD53296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2G1WB58K781361533,0,0,0,0,0,0,0,0,3,0,0,0,5,2,0,0,2,0,0,3,0
5NMSG13D88H179814,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
WVGUV7AXXHW508522,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,2,0
1FTRF12W19KB73413,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1FTYR14U96PA37088,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,0,1,1,0
1C3CDZABXDN534349,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1C3CCCBBXFN680560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0
1VWBP7A39DC019301,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1G1ZW63116F115766,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1,0
1FTMF1CW6AKB22714,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5NPDH4AE3FH550767,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0
3GCUKREC3FG272355,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1ZVFT80N965131903,0,0,0,0,0,2,0,0,1,0,0,0,8,0,0,1,7,1,2,1,0
WDCGG8JB0EG273697,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
2G1WF52E059382292,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0
1G11C5SL5EF219758,0,0,0,0,0,3,0,0,3,0,0,0,1,0,0,1,8,1,2,3,3
1FMJU1HT2FEF25310,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,2,1,0
1C4RJEBG5GC320595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1FADP3F20FL242551,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
2S3DA517776111218,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
JA4AS2AW0AZ006417,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,1,4,1,2,2,0
5NPEB4ACXDH726800,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1FMZK06135GA13708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,2,1,0
5NPE24AF5FH121743,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1FTPW14V36FB27968,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
4S3BG6854X7639037,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
1J4GL58K94W274416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
JN8AS58T58W014631,0,0,1,0,0,0,0,0,1,7,0,1,6,0,1,1,1,1,2,1,1
KL4CJBSB8GB659795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0
1B3ES56C93D113698,0,0,0,0,0,4,0,0,1,0,0,0,5,1,0,1,2,1,2,1,0
1FTPX14V18FA69794,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0,0,1,0
1N4AL2AP3CN508821,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,1,0
1G11E5SA5GF155278,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
WBAVB33566PS19468,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0
4JGBB86E86A008060,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,1,6,2,4,1,0
1C4NJPBA8GD550499,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
WVWAK73C96P048576,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0
2GKALMEK3D6232316,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,2,1,0
1G1YY2385L5111782,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2,1,0
1GC1KUEG5FF164524,0,0,0,0,0,4,0,0,1,0,0,0,6,0,0,1,4,1,2,1,0
1GNFC33J99R217375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,1,0
JN8AR07Y0YW445678,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,1,3,0,1,2,0
WBANB33584B113498,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,1,0
1G1ZG57B69F105989,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,0,1,1,0
WDBUF56J56A848826,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1G4GC5ECXBF342007,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0
KMHWF25H02A701939,0,0,0,0,0,5,0,0,1,0,0,0,37,0,0,2,6,0,4,1,0
1HGCP2F47CA164506,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
4T1BE46KX9U801515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1G1ZG57B28F169381,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,4,3,2,0
1HGEM21532L027079,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,6,0,0,2,0
5J6RE48709L011099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
KL5JD56Z58K800262,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,4,1,2,1,0
1G1ZC5E02CF343858,0,0,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,1,0,12,0
1HGCR2F52FA015136,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
5TDZT34A83S158879,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,1,1,0
2CTALUEC2B6318335,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,18,0
1FTWW33P26EB11387,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2G1FA1E30C9171222,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
1HGCM66533A056182,0,1,0,0,0,1,0,0,1,0,0,0,7,0,0,1,3,0,1,1,0
2G1FD1E35F9284403,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
KNDJC735795873465,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
JTDBR32E060063486,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,1,1,1,1,1,0
2GKFLPE38G6225009,0,1,0,0,0,0,0,0,26,0,0,0,5,0,0,0,0,3,0,26,0
1ZVHT88S695135463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
2HNYD28669H517480,0,0,0,0,0,10,0,0,1,0,0,0,17,0,0,3,1,2,1,1,0
2G4GN5EX1E9268499,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
1G1PG5SB6G7105447,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,5,0
JTMBD33V576050731,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,6,0,2,2,0
1C3CCBBB0DN577770,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1
3N1BC13E39L351176,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,12,2,4,4,0
WBAVD135X6KV04881,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,1,2,1,0
1FADP3F24FL202036,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1C6RR7NT2GS125693,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0
3VW4T7AJ0HM213870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5TBDT441X5S473338,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,2,1,0
2C3CDXBGXEH192507,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
3C8FY68B24T234840,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,2,1,2,1,0
1G1YY25W595111026,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
1GKKRPED1BJ259407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1G1ZE5E18BF292853,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
5GAKRBKD3GJ260103,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1GAZG1FGXF1123927,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
1N4AL21E09N412569,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,1,9,1,2,2,0
1G1PF5SB8G7124469,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1HGCD5633SA143457,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,1,0
3TMJU62N76M018201,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1ZVFT80N275202845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1GCHSDFE5B8117990,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,2,2,0,2,4,2
1FTRX17262NB28751,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,3,2,1,2,2,0
1GCCS19XX38145436,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,2,1,2,1,0
1HGCG1654YA084011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1J4GL48K63W679500,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,2,2,1,2,2,0
1GNEC23369R235226,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,1,2,0
1HGCP2F39CA206942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,1,0
2C3CDYAGXDH670186,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,8,0
WBAHL83517DT10934,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,3,0,0,1,0
1FAFP90S45Y401965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SALVR2BG9DH848296,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,3,1,0
5NPE34AF9FH099744,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,1,0
1G1PD5SH2C7206427,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,1
1FMCU03166KC03005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0
1C4NJDBB7FD439965,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
3D7KS28A58G115573,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2GNALCEK3G6160163,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1FM5K8D84DGA50892,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
2G1WF5E34D1193183,0,0,0,0,0,4,0,0,1,0,0,0,7,0,0,2,3,2,3,1,0
JN8AR05Y3XW321907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1G4PP5SK3D4117054,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2G1FB3DD6B9212163,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
1FTPX14534NC11661,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
JM3KE4BE8E0386157,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,4,0,4,8,0
2G1115SLXF9201949,0,1,0,0,0,13,0,1,4,0,0,0,38,1,0,4,23,3,17,4,7
1J4GK58K45W542499,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
KMHGC4DD5CU181731,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0
1G1PF5SB6G7102583,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
3GNEC13T92G104596,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
WDBRF40J44A588747,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,2,2,2,1,1
1ZVHT80N165249758,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
WBAHN83588DT81947,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,1,1,2,1,0
1G4HD57207U151611,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
5NPE24AF7FH075199,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,2,1
JN8AZ08T77W501889,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0
3N1AB6AP7BL609642,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
1G1PC5SH4G7210469,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,8,0
1N4AL3AP9FC194033,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1FTPX12V57FA55754,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0
WMWMF73519TW87238,0,0,0,0,0,0,0,0,0,9,2,0,3,0,1,0,3,1,2,1,0
JHMCG6688YC034740,0,1,0,0,0,0,0,0,2,0,0,0,4,1,0,1,3,1,1,2,0
1FADP3F22FL206537,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1FTFW1ETXEFA98783,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
KNDMB233986248348,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,2,1,0
1FTCR14U3PPA81373,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,1,6,1,2,3,0
KMHHT6KD9DU100265,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
WA1EY74L37D075316,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,3,0,0,2,0
3GNFC16067G134829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
WVWBA71F98V023924,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
1D4PT4GX5BW606896,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1FMZK02186GA11976,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,2,1,2,1,0
1FTRW08L13KB99363,0,0,0,0,0,4,0,0,1,0,0,0,1,1,0,2,2,0,4,1,0
JTEZU14R450045276,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,6,0,0,1,0
1ZVFT84N565158798,3,0,0,2,0,3,0,0,2,13,1,0,6,0,1,3,10,3,8,2,0
1GKFC33J99R205465,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0
1D7HA16N16J104224,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,9,0,0,1,0
WAUDF78E28A133242,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
5TFRU54138X011590,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,1,2,0
5Y2SP67839Z470454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
WAUDF78E27A179894,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
2GNALCEK5G6242346,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2FMDK3AK9DBA30904,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
4S2CK57D5W4368810,0,0,0,0,0,0,0,0,2,0,0,0,5,2,0,0,7,0,0,2,0
1ZVHT80N495136942,0,0,0,0,0,3,0,0,1,0,0,0,4,1,0,0,4,0,0,1,0
1FMDU74E5YZB15264,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0
2D4RN5D18AR283072,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,0,4,0,0,1,0
1G1YY36W795200004,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1N4BL11D85C191301,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,1,0
1GNSKCKCXFZ191823,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,1,2,0,2,1,0
1FM5K7B8XDGC93667,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,1,0
1G1ZC5EB9AF276402,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0
5NPEC4AC7BH167037,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
JM1BM1U77G1304375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0
3GYFNAEY9AS513977,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,6,1,0
SALMF1E46AA320817,0,1,0,1,0,0,0,0,3,0,0,0,1,1,0,2,6,2,4,3,0
1G1AK55F667642935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
5NMSG13D19H247064,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0
1GTR2VE70DZ229798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1GNSCJKC1FR568413,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0
1J4G248S0YC227943,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0
1G6DM57N730117800,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,1,3,1,3,1,0
2T2HA31U55C047911,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,1,2,1,0
1G1ZD5E01CF192508,0,1,0,0,0,3,0,0,2,0,0,0,0,1,0,2,3,4,5,2,0
4T1FA38PX6U085226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
3N1AB6AP1BL682733,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0
1G2ZH578564112646,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0
3D4PH5FV7AT282796,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,2,0,0,1,0
KL4CJDSB2DB181638,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
1G11C5SA5GF156369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1GTHC33F7WF026709,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0
2FMDK39C68BA58811,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5J6RE3H39BL038265,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,2,2,0,2,3,2
1FMCU93136KA24196,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,2,0
3GCPKSE38BG355200,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,1,1,0,8,0
2G1115S38G9117629,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
5TBBT44141S174994,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,2,2,1,0
3GNEC12027G129158,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
3GYFNBE32GS532454,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1N4AA5AP8AC827647,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
JM1CR2W36A0368961,0,0,0,0,0,0,0,0,0,11,2,0,0,0,1,0,1,1,1,1,0
1G4GB5G3XEF175202,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,2,0,2,4,0
1N4AL11D96N328540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1GCEK19T73E208659,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,1,2,1,2,2,0
1G4GB5G31GF141197,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
JT8BH28F1Y0174286,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0
WBANE73506CM41087,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,2,1,0
1FMCU9GX3EUE21540,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,1,0,0,1,0
2C3CA5CV9AH220866,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
2G4WD562X51256061,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,2,0
KNDJC733365539945,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0
1FTRE14212HA94937,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0
KNDJT2A57C7439211,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,2,0,0,1,0
JH4KA8270SC001406,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,5,0,0,2,0
JTDKN3DU8E1824094,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
1GYEE637750182087,0,0,0,0,0,4,1,1,2,0,0,0,4,0,0,1,1,1,1,2,1
JTEZU11F670015077,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0
1D7HA18N42J267618,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0
1N4AL11D14C167867,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,2,0
1J8FF28W47D356248,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,2,5,1,3,2,0
3VWBK31C85M404386,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0
YV1MS382552075706,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0,2,1,0
2T1KU4EE8AC405121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1ZVBP8CH3A5124110,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
5Y2SL65867Z401978,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5NMSH13E37H026892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
JN8AZ18U99W029180,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,1,4,1,2,1,0
1G2AL15F577216205,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,0
3C4BDCAB9FT584554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2D4GV58235H147308,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,1,0
1NXBU4EE1AZ279117,0,0,0,0,0,6,0,0,1,0,0,0,2,0,0,0,8,0,0,1,0
2GTEC13Z961293469,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,1,2,1,0
JM3ER293190218067,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
WA1AY74L17D067360,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,1,0,1,1,0
1FTKR1ED3APA70469,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,3,0,0,1,0
2T1BU4EE2AC195664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
1NXBU40E59Z150266,0,4,0,0,0,0,0,0,6,0,0,0,1,1,0,7,9,7,6,6,0
5J6YH287X6L001389,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,6,0,0,2,0
1FAFP36353W307535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
3FAHP0HAXCR347759,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,1,2,1,0
2CNALDEC9B6243818,0,0,0,0,0,5,0,0,1,0,0,0,7,0,0,2,2,1,4,1,0
1FMHK8D8XBGA06762,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,4,0,2,1,0
1FMZU67K94UB59888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0
1GCHK29152E109791,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0
1HGCP26778A061944,0,0,0,0,0,7,0,0,3,9,0,1,9,0,1,1,5,1,6,3,0
5TBBT4812YS062313,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,2,1,0
1GKKRPKD0FJ366443,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,2,2,0,2,18,0
